diagram,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI,ĢMI
B,0.008709902,0.009427376,0.008192907,0.008261668,0.008123024,0.009041358,0.009900573,0.009628978,0.008145688,0.008448716,0.007673402,0.01003205,0.00968569,0.008126009,0.008394672,0.010219676,0.00982612,0.007992757,0.008577647,0.009623119,0.010998527,0.009951604,0.008784167,0.009342055,0.009134021,0.009528302,0.009114069,0.008372861,0.009047126,0.007489655,0.007794681,0.008428753,0.009302348,0.00818822,0.009050119,0.009066009,0.009380536,0.009970083,0.009408741,0.008404549,0.010471419,0.00896755,0.009429293,0.008846797,0.008981481,0.007709846,0.009087041,0.007974739,0.008720568,0.009813356,0.008456832,0.009471974,0.007548615,0.009966606,0.009112239,0.009987232,0.008628203,0.006072982,0.008862037,0.009315172,0.009600488,0.008150638,0.009707218,0.007383457,0.009058641,0.008590207,0.009377923,0.010816003,0.009389161,0.007923216,0.00769927,0.008158064,0.010289453,0.007180767,0.009910523,0.008224091,0.008568026,0.008566645,0.009777182,0.006641076,0.008433539,0.008299817,0.007882326,0.009862303,0.010221256,0.009327333,0.009294842,0.010223734,0.009347918,0.008834068,0.008455985,0.009964753,0.00890201,0.009051253,0.01007923,0.009848534,0.009895071,0.009411615,0.007734577,0.007748537
B,0.009096936,0.009637346,0.008374044,0.0082155,0.008084123,0.009119967,0.009643011,0.009697387,0.008502078,0.008440805,0.007814879,0.009998192,0.009619075,0.008005865,0.008394336,0.009873796,0.009888511,0.008298894,0.008404466,0.009547533,0.011156572,0.010197185,0.009085363,0.009624252,0.008864132,0.009431936,0.009220298,0.008610703,0.009231762,0.007402983,0.007783255,0.00883131,0.00943108,0.007855528,0.00914047,0.009105145,0.009268975,0.010020464,0.00959883,0.008437746,0.010045348,0.009043548,0.009537859,0.008986199,0.008867295,0.00753947,0.009063216,0.007757388,0.008828761,0.009987178,0.008601336,0.009814428,0.007463238,0.010011875,0.009131978,0.009830267,0.008688079,0.005714682,0.008716419,0.009248489,0.009888334,0.008307644,0.009776446,0.007731975,0.008925862,0.008453988,0.009136856,0.010702495,0.009458102,0.008308745,0.007419563,0.008253383,0.01021836,0.007329445,0.009734389,0.008638971,0.008348127,0.008888284,0.009450276,0.007062493,0.008270018,0.008619468,0.007963331,0.010105247,0.009915899,0.009722052,0.009545556,0.010026772,0.009182305,0.008902656,0.008355891,0.010304501,0.009129821,0.009316384,0.010253421,0.009727746,0.010184253,0.009424259,0.008208809,0.007573273
B,0.009140101,0.009510314,0.008457629,0.008209451,0.007977626,0.008992487,0.009224042,0.00942045,0.008608662,0.008035961,0.007926729,0.009643164,0.009304734,0.008194502,0.008294544,0.009311433,0.009739895,0.008468633,0.008215498,0.009147771,0.010532377,0.010402437,0.009131869,0.009504561,0.00857085,0.009088195,0.009205778,0.008615993,0.009214496,0.007518072,0.007760919,0.008995371,0.009098939,0.00774191,0.009102443,0.008906888,0.008944592,0.00976846,0.009630729,0.008429898,0.009375651,0.009077505,0.009546012,0.008833758,0.008679523,0.007644575,0.008807034,0.007552392,0.008739941,0.009780687,0.00871131,0.009895732,0.007447603,0.009981636,0.009312449,0.009509682,0.008580742,0.005703575,0.008433127,0.008942937,0.009940613,0.008515178,0.0097037,0.008066668,0.008555617,0.008306434,0.008695321,0.010256835,0.009403705,0.008572187,0.007303094,0.008439261,0.009826573,0.007528635,0.009216269,0.008921609,0.008037648,0.008909772,0.009132963,0.0075853,0.008171518,0.008813751,0.008137218,0.009990744,0.009308896,0.009898782,0.009448909,0.009580213,0.008874416,0.008865055,0.008188491,0.010311384,0.009275497,0.009277938,0.010027682,0.009487431,0.010165913,0.009200641,0.008628363,0.007308323
B,0.008927359,0.009443566,0.008536063,0.008289013,0.008110108,0.008841597,0.008935336,0.009071805,0.008928997,0.007602531,0.0083138,0.008948013,0.009213414,0.008837958,0.008545654,0.009084775,0.009758883,0.008782658,0.008137459,0.008962752,0.009556423,0.010398913,0.009193807,0.009470723,0.008740317,0.009092696,0.009299867,0.008562081,0.009139601,0.007950744,0.00815713,0.009124273,0.008708423,0.00837284,0.009293581,0.009228907,0.008575143,0.009344595,0.009763969,0.008916378,0.008873949,0.009237834,0.00952589,0.00894602,0.008538573,0.008260574,0.008732466,0.007450223,0.008606599,0.009657973,0.009201821,0.009788586,0.007782606,0.009498668,0.009748692,0.00931476,0.008693481,0.006303175,0.007953281,0.008853064,0.009988653,0.008910914,0.009688954,0.008760526,0.008294607,0.008264985,0.008523892,0.009922104,0.009300819,0.008921273,0.007387399,0.009105963,0.009480834,0.007925626,0.008758249,0.009325265,0.007966843,0.008569927,0.009173303,0.008211255,0.008223099,0.009137711,0.008474024,0.009401125,0.008695068,0.01003397,0.009431065,0.00917939,0.009004944,0.009117901,0.00806572,0.010029874,0.009727544,0.009142485,0.009671151,0.009564587,0.01007228,0.009006508,0.009073302,0.007029479
B,0.008884415,0.009422225,0.007994062,0.007648851,0.007969605,0.008926709,0.00902727,0.008857056,0.009989166,0.006709941,0.00805067,0.007449757,0.009640228,0.010070895,0.008922398,0.008432741,0.009924114,0.009452413,0.007028114,0.009203754,0.009898751,0.010841438,0.00939355,0.008925121,0.008391357,0.009726242,0.0097253,0.008532878,0.007557546,0.008156757,0.008631964,0.009848971,0.007690633,0.008678308,0.009413768,0.009014338,0.008728896,0.009434418,0.010563915,0.009153628,0.008444538,0.010179003,0.009023195,0.00938683,0.008225267,0.009158423,0.008915393,0.008289833,0.008608807,0.009025205,0.009286483,0.009200078,0.008374059,0.008652106,0.010462253,0.008644518,0.00905675,0.007306193,0.007664683,0.008980584,0.009404209,0.009163735,0.009262444,0.009470148,0.007006974,0.009139658,0.008818345,0.009406388,0.009493064,0.0100056,0.006466944,0.008816897,0.009070646,0.009239588,0.008484151,0.010509304,0.00750932,0.008515477,0.008369781,0.009817099,0.006727645,0.009135871,0.007818914,0.009307191,0.008576605,0.01118023,0.008922334,0.008694637,0.009957346,0.009717643,0.008061381,0.009976269,0.009816728,0.008281036,0.00927028,0.00932309,0.010534965,0.008396484,0.009786024,0.006658175
B,0.014845494,0.015862215,0.014088154,0.013508583,0.014623828,0.015689059,0.016737978,0.017202805,0.014086849,0.015110431,0.013920726,0.01743562,0.01675552,0.013609656,0.014479336,0.017406306,0.016417733,0.013820812,0.014894636,0.015784008,0.017555038,0.016781198,0.015066748,0.015681029,0.015128663,0.015545007,0.015504675,0.015071789,0.0156458,0.013143362,0.013771488,0.014470941,0.015724377,0.014519944,0.016139555,0.015655778,0.015711602,0.017137546,0.016127463,0.01438034,0.016994861,0.015893406,0.016529329,0.015018983,0.014388067,0.013882276,0.015286938,0.013498221,0.014537763,0.016887141,0.015054675,0.016162369,0.012567841,0.016819972,0.016002268,0.016555856,0.015026173,0.010710938,0.015308056,0.016555572,0.01615145,0.013751483,0.016258301,0.012864031,0.015070491,0.014542646,0.016362897,0.017279986,0.016348772,0.013142362,0.014091833,0.014390377,0.017624499,0.012475979,0.016624228,0.014890015,0.014372947,0.014464245,0.016753511,0.011921811,0.015161556,0.01434969,0.014022489,0.016509298,0.016842035,0.016350313,0.015879562,0.01696613,0.016106772,0.015507398,0.014283943,0.017475292,0.015858582,0.015980002,0.016705828,0.016605987,0.01669515,0.016610161,0.013300469,0.013328047
B,0.015554654,0.016342347,0.014417183,0.013608325,0.014581397,0.015973499,0.016691141,0.017529633,0.014842287,0.015263309,0.014298696,0.017618787,0.01688604,0.013556722,0.014543034,0.017158974,0.016692941,0.014316744,0.01473955,0.01589696,0.017827807,0.017420262,0.015542572,0.016222018,0.014884057,0.01547477,0.015859052,0.015517703,0.016131006,0.013187654,0.013878187,0.015129217,0.015995143,0.014175822,0.01651594,0.016001619,0.015777635,0.017431891,0.016648095,0.014555857,0.016675979,0.016139872,0.017027387,0.015483917,0.014295678,0.013739439,0.015424965,0.013108691,0.014803048,0.01726128,0.015495864,0.016833215,0.012670369,0.017012421,0.016277578,0.016659316,0.015214489,0.010357022,0.015191025,0.01670033,0.016809729,0.014158979,0.01656723,0.013504684,0.015033136,0.014551277,0.016273389,0.017434185,0.016664455,0.013927307,0.013809969,0.014830554,0.01777765,0.012851367,0.016546265,0.01564587,0.014301641,0.015040111,0.016640754,0.012715446,0.015136831,0.014929266,0.01422752,0.017038442,0.016653548,0.017077501,0.016464263,0.01682148,0.016112395,0.01583837,0.014278254,0.018127259,0.016418243,0.016594117,0.017157473,0.016576195,0.017277733,0.016855115,0.014243332,0.013166733
B,0.015790297,0.01630416,0.014576757,0.01365566,0.014377545,0.015954025,0.016322552,0.017268803,0.015314946,0.014727776,0.01452133,0.017276722,0.016558138,0.013889609,0.014384174,0.016506803,0.016587848,0.014533654,0.014453498,0.015570886,0.017019792,0.017755408,0.015586806,0.016144842,0.014546311,0.015058355,0.016043861,0.015565651,0.016248355,0.013414,0.013847156,0.015406732,0.015581487,0.013960913,0.016617534,0.015939818,0.015481777,0.017235529,0.016864378,0.014599643,0.015970365,0.0161764,0.017325663,0.015482146,0.014059143,0.013741919,0.015180157,0.012660461,0.01471187,0.016944801,0.015793737,0.017096489,0.012717503,0.017064748,0.016703648,0.016392485,0.015067178,0.010365208,0.014757106,0.016418427,0.01716851,0.014551921,0.01657608,0.014088038,0.014545609,0.014498489,0.01570533,0.017104012,0.01666567,0.014575953,0.013536376,0.015310976,0.017441263,0.013298862,0.015907109,0.016237458,0.014038026,0.015093872,0.016280276,0.013554322,0.014970563,0.015264943,0.01446069,0.017014579,0.015936356,0.017380618,0.016501282,0.016329708,0.015811005,0.015976641,0.014098467,0.018255719,0.01672293,0.016691688,0.017004839,0.01625224,0.017427244,0.016619931,0.015036016,0.012787284
B,0.015788893,0.016305551,0.014837945,0.013820423,0.01430584,0.015962759,0.016036643,0.016755602,0.016117532,0.013858046,0.014993249,0.016385221,0.016590948,0.01507014,0.014601218,0.016103636,0.016664321,0.015114648,0.014232642,0.015528675,0.015762791,0.01769103,0.015742452,0.01628518,0.014701784,0.015002811,0.016403906,0.015433987,0.016262238,0.014123129,0.014305672,0.01583023,0.014953775,0.014756318,0.01691629,0.016608559,0.015071925,0.016698164,0.017270059,0.015398835,0.015263078,0.01636172,0.017436818,0.016028872,0.014128,0.014314737,0.01528078,0.012296831,0.014594166,0.016522873,0.016461809,0.017155562,0.013381654,0.016386459,0.017469688,0.016366572,0.015124175,0.011286089,0.013899979,0.016354603,0.017598485,0.015171294,0.016580448,0.015175781,0.014093265,0.014745876,0.015338843,0.016992154,0.016440601,0.015550951,0.013291257,0.016324303,0.017076543,0.014026691,0.015089394,0.017031665,0.013963805,0.01472637,0.016341333,0.014755388,0.014763197,0.015878047,0.014866848,0.016437331,0.015182514,0.017604533,0.016688375,0.015888124,0.015980512,0.016509532,0.014034272,0.017849802,0.017449974,0.016564796,0.016809803,0.016245544,0.017466363,0.016240823,0.016030852,0.012406145
B,0.01574823,0.015720253,0.014098597,0.0131863,0.013572041,0.016003606,0.015670196,0.015776929,0.017496035,0.012188722,0.014582414,0.013786747,0.016862781,0.016875072,0.014796107,0.014720175,0.016749006,0.015764353,0.012552056,0.015848783,0.01602851,0.017762652,0.015769031,0.015326478,0.014207086,0.01551344,0.016271267,0.0149579,0.013864115,0.014268865,0.014642669,0.016546817,0.01343809,0.015056791,0.016334502,0.01603448,0.015036703,0.01595219,0.017759804,0.01536935,0.014517244,0.01687431,0.016243541,0.016303967,0.01379789,0.014966568,0.01574046,0.013666472,0.014798306,0.015281274,0.016187709,0.016038379,0.014319925,0.014322291,0.017841037,0.01527433,0.015280839,0.013145515,0.012906027,0.016092018,0.016858381,0.015314348,0.015464722,0.015838923,0.012237938,0.015664341,0.015029878,0.016267767,0.015831226,0.016944102,0.011305213,0.015648739,0.015783352,0.015950622,0.014080258,0.017945914,0.013579982,0.014295599,0.014763347,0.016737751,0.012179946,0.015883081,0.013638564,0.015836261,0.014727121,0.018374468,0.015758577,0.014827172,0.017125254,0.016774833,0.01412579,0.016717027,0.017296989,0.015117003,0.016186964,0.015815657,0.017747896,0.014938257,0.016924278,0.01166145
B,0.02757517,0.029588841,0.026462421,0.024708091,0.028835534,0.029310704,0.031444512,0.032922506,0.02741745,0.02933687,0.028084745,0.033228563,0.031604208,0.025316375,0.027449349,0.032456931,0.030080702,0.026073421,0.028444325,0.028429839,0.030688902,0.030912596,0.028538854,0.028684066,0.027345152,0.028141054,0.029514548,0.029529174,0.029106749,0.025330054,0.026801278,0.027161251,0.028534246,0.028526182,0.031654926,0.030074755,0.029043486,0.032332061,0.030348575,0.026979609,0.03025574,0.030247605,0.031620206,0.028872757,0.025297292,0.027105828,0.027748832,0.025209985,0.027310247,0.031654409,0.029203113,0.030453512,0.023509506,0.03135806,0.030998705,0.030832775,0.028854731,0.021637716,0.029049259,0.031731884,0.029661303,0.025979933,0.029941105,0.024820918,0.027830278,0.028082459,0.031420302,0.030550677,0.030944142,0.02501525,0.028291631,0.028324777,0.032369924,0.024079085,0.030958786,0.029432504,0.026777405,0.027072535,0.031617768,0.023896175,0.029480142,0.027698634,0.027317503,0.030035649,0.030317971,0.031550236,0.029726886,0.030836164,0.030184788,0.029630859,0.026318031,0.033423723,0.030461373,0.030985108,0.030067219,0.030275914,0.031114697,0.031613813,0.025987641,0.025480476
B,0.029481847,0.031082263,0.02769268,0.025494574,0.029442618,0.030640851,0.032417435,0.034423431,0.029582095,0.030468823,0.029540104,0.034467436,0.0327303,0.026058084,0.028257586,0.033017843,0.031421456,0.02737577,0.028983001,0.029554635,0.031685275,0.032711101,0.029976657,0.030220765,0.027747289,0.028680735,0.030942697,0.031029726,0.030654097,0.026088047,0.027726373,0.028863967,0.029581763,0.02883422,0.033297568,0.031690032,0.030116355,0.033697763,0.03204015,0.028032525,0.030751863,0.031409787,0.033459248,0.030515258,0.02598114,0.027601601,0.028930512,0.025140706,0.028491885,0.032956331,0.030879768,0.032350517,0.024561308,0.032374502,0.032438555,0.032173807,0.02997869,0.022064718,0.029609522,0.032986046,0.031578327,0.027423816,0.031325581,0.026592418,0.028543015,0.029008978,0.032393347,0.031939916,0.032260483,0.027122581,0.028698378,0.030071613,0.033571956,0.025411032,0.031715793,0.031398006,0.027634894,0.028543165,0.032566316,0.02591644,0.030373722,0.0293477,0.028396439,0.031667575,0.030913924,0.033426647,0.031546173,0.031449346,0.031220979,0.031156709,0.027179517,0.035174384,0.032220371,0.03283223,0.031627439,0.030887297,0.032730647,0.032949395,0.028287769,0.025919341
B,0.030713648,0.031696156,0.028601616,0.026063138,0.029493012,0.031435506,0.032642769,0.034866879,0.031319677,0.030467864,0.030541618,0.034789029,0.033110409,0.027222157,0.028495492,0.032827931,0.03202627,0.028193898,0.029092146,0.030059357,0.031154586,0.033878553,0.030701922,0.030877923,0.027864594,0.028615982,0.032023902,0.031752902,0.031597189,0.026943794,0.028235589,0.029920636,0.029614932,0.028981369,0.034299486,0.032576437,0.030554661,0.034220099,0.033156801,0.028759826,0.030604468,0.032067966,0.034770398,0.031389374,0.026343084,0.027917092,0.029435098,0.024802687,0.028953324,0.03309043,0.032130686,0.033490233,0.025376532,0.03302144,0.033755915,0.03276082,0.03046231,0.022755034,0.029558272,0.03354004,0.033125947,0.028693318,0.032088784,0.028111837,0.028442285,0.029692685,0.032438411,0.032632625,0.032879199,0.029040445,0.028720784,0.03162912,0.034004,0.026710095,0.031454651,0.03313184,0.028024787,0.029228208,0.032808209,0.027931078,0.030689912,0.03050163,0.029315676,0.032496693,0.030620163,0.034465332,0.0324559,0.031460975,0.031636935,0.032218763,0.027649812,0.036059394,0.033447662,0.033740905,0.032336501,0.030834797,0.033552762,0.033393213,0.030277723,0.025883835
B,0.031658204,0.03197633,0.029889918,0.026649764,0.029186551,0.032408328,0.032707742,0.034716362,0.033481103,0.029562207,0.031469655,0.034137487,0.033829041,0.029686375,0.028886526,0.032466735,0.032670826,0.029579886,0.029011334,0.030822971,0.029925972,0.034067316,0.031517196,0.031792554,0.028290265,0.028830832,0.033048839,0.031845831,0.032172287,0.028408707,0.028964936,0.031212915,0.02900543,0.030070953,0.035181108,0.034211295,0.030551131,0.034089885,0.034499301,0.030444402,0.030120381,0.032636044,0.035514446,0.03304719,0.027441802,0.028555961,0.030429085,0.024472351,0.029258071,0.032595547,0.033506668,0.034181829,0.027115217,0.032395999,0.035230348,0.033375037,0.03093599,0.024525025,0.028492179,0.034044236,0.034735538,0.029901468,0.032608579,0.030136234,0.027958682,0.030674618,0.03228252,0.033635114,0.032838967,0.031512856,0.028278143,0.033540538,0.03439998,0.028314014,0.030397242,0.035060058,0.028514502,0.029106258,0.033196137,0.030456934,0.030360447,0.032000235,0.030216017,0.032502201,0.030013017,0.03514582,0.033387703,0.031323636,0.032360574,0.033529095,0.02827883,0.035721511,0.035146512,0.033969566,0.033227986,0.0310767,0.033966315,0.033177082,0.032610059,0.025802753
B,0.030436217,0.02880071,0.027800694,0.024973349,0.025802322,0.031176013,0.029611803,0.031074316,0.033532001,0.025016017,0.029074147,0.028393253,0.032462603,0.031085925,0.02707485,0.028383617,0.03136678,0.028871371,0.024962546,0.029988045,0.028651624,0.031929538,0.029658856,0.029108169,0.02642916,0.027684942,0.030352899,0.029193915,0.027721025,0.027186034,0.027662346,0.030663725,0.025730368,0.02850966,0.031644596,0.031684619,0.028901088,0.030019998,0.033021214,0.028747306,0.027364217,0.03077739,0.03157146,0.031489189,0.026320596,0.026785959,0.030169942,0.025132735,0.027951492,0.028712775,0.031187735,0.030793606,0.02748862,0.026776794,0.033353443,0.030195157,0.029347322,0.026240731,0.024814275,0.031458515,0.03241458,0.028308843,0.028979516,0.029308263,0.023941469,0.029684513,0.029333983,0.031322491,0.029097259,0.031565424,0.023002411,0.030834745,0.030537489,0.029814521,0.026443307,0.033812682,0.027134764,0.026642814,0.028598798,0.031480323,0.024517446,0.030274931,0.026661017,0.029837615,0.027708991,0.03334771,0.030642525,0.0279965,0.032114517,0.03157031,0.027314928,0.030515342,0.033148478,0.029883961,0.031044426,0.028895433,0.03249238,0.029214218,0.032123285,0.023232371
B,0.059267262,0.063790416,0.057504092,0.052949193,0.064412205,0.062532622,0.068099833,0.07123849,0.062048089,0.064268541,0.064328799,0.072158011,0.067562205,0.055867515,0.060032476,0.069058617,0.064057339,0.056626025,0.062211123,0.059600021,0.062408425,0.065502835,0.062293863,0.060553802,0.057592346,0.059557089,0.064601122,0.065286503,0.061385618,0.05564715,0.059704714,0.059021774,0.059421184,0.063752419,0.070613995,0.066362584,0.062438448,0.069574988,0.065430234,0.058550976,0.063143895,0.065678522,0.069024971,0.064047255,0.052553798,0.060662404,0.058694862,0.05525028,0.06014744,0.068342056,0.064132516,0.065845307,0.052078205,0.06731445,0.068530087,0.066903955,0.063682614,0.050893015,0.063661208,0.068795799,0.062853675,0.057364645,0.063443506,0.055444803,0.059798895,0.063195523,0.069106156,0.063235738,0.066581742,0.05598892,0.064571132,0.063974854,0.067363658,0.053939057,0.066481673,0.065950907,0.057839278,0.058248844,0.068006041,0.055026596,0.064796285,0.062396184,0.061054736,0.062316882,0.062644694,0.069328324,0.063957334,0.064636245,0.06498142,0.064689175,0.056603924,0.072763221,0.066032374,0.067858823,0.062118098,0.063537626,0.066699569,0.06828911,0.058662282,0.056756243
B,0.06558944,0.069049331,0.06275323,0.056993611,0.068265472,0.068049613,0.072927461,0.076975226,0.069326619,0.069461707,0.069984034,0.077657143,0.073000963,0.060617046,0.064453387,0.073386128,0.069497476,0.061489485,0.066329254,0.065003749,0.06683784,0.071577317,0.067846873,0.066116297,0.061330694,0.063339933,0.070207631,0.070905355,0.066966402,0.059795437,0.064346093,0.065042326,0.064004118,0.067640276,0.076892083,0.072683712,0.067789577,0.075219719,0.071349276,0.063575843,0.067419179,0.070672523,0.075428199,0.070087985,0.057064528,0.064631652,0.064293793,0.05803831,0.065547448,0.073566538,0.070301859,0.072064592,0.057174353,0.072222754,0.074314841,0.073044816,0.068891663,0.055234708,0.067575624,0.07457459,0.069285597,0.062728843,0.06891942,0.061629083,0.064119191,0.06818795,0.074558081,0.069321986,0.071916892,0.06282424,0.068644539,0.070304084,0.072761097,0.05908913,0.070972731,0.072387315,0.062765994,0.063382006,0.073249065,0.061446609,0.069727415,0.068461299,0.066145554,0.068289279,0.066724887,0.075470676,0.070271597,0.068561347,0.070292264,0.070813451,0.061474812,0.078915081,0.072241272,0.074318853,0.068029199,0.067275865,0.072190596,0.073878718,0.065674586,0.060611439
B,0.070690057,0.072615263,0.067524942,0.060530357,0.070589301,0.072576744,0.076245435,0.080703348,0.075698184,0.072909014,0.074401596,0.081327917,0.077044636,0.065429772,0.06756452,0.076173721,0.073539478,0.065511916,0.069414289,0.06955482,0.069151107,0.076166245,0.072124556,0.070336677,0.064242976,0.065937034,0.074859102,0.074845174,0.071428656,0.063672924,0.067980004,0.069951372,0.067001247,0.070598002,0.081625269,0.077639649,0.071917532,0.079338167,0.076183536,0.067787983,0.07029782,0.074686388,0.080542086,0.074722954,0.060961969,0.067574601,0.068695766,0.060066273,0.069581142,0.076883147,0.075509948,0.076768955,0.061807443,0.076171611,0.079124495,0.077575498,0.072911468,0.059493858,0.070325812,0.079004635,0.075296257,0.067450313,0.073121122,0.067084936,0.066965321,0.072416678,0.078117258,0.07436899,0.07584024,0.069309705,0.071531383,0.075642498,0.076874076,0.063902689,0.073552866,0.078243002,0.066777848,0.067229597,0.076857869,0.067585184,0.07332111,0.07345648,0.07051259,0.073001794,0.06934398,0.079902777,0.075019053,0.071327159,0.074318167,0.075871963,0.065450667,0.083154901,0.077187964,0.078929082,0.072778166,0.06966326,0.076067471,0.077616131,0.072088714,0.063532427
B,0.075137646,0.074816477,0.072572684,0.063258267,0.070811462,0.077417542,0.078235492,0.082792307,0.081648158,0.07416472,0.077325592,0.082855727,0.080794387,0.071371974,0.06982626,0.077156331,0.076789072,0.06964102,0.070941697,0.073773243,0.069792443,0.078418688,0.075632842,0.074331883,0.066203502,0.067837887,0.0783181,0.076686704,0.074598149,0.067802074,0.070718217,0.074465683,0.068351632,0.073147769,0.084791898,0.082568472,0.074629759,0.081598972,0.080704037,0.072185027,0.071671912,0.077364554,0.083943836,0.07972245,0.065908326,0.069403229,0.073232176,0.061349729,0.072614085,0.077877034,0.080019965,0.07984864,0.067156937,0.077031214,0.082742401,0.081002127,0.076218868,0.06456324,0.07046609,0.082234664,0.080710812,0.071136941,0.076146938,0.072290432,0.068272675,0.075914203,0.080032899,0.079308837,0.077742715,0.075880254,0.072174692,0.080431123,0.080635372,0.068372719,0.07350915,0.083507941,0.070400756,0.069137405,0.079225062,0.073817085,0.074602736,0.077650303,0.073952042,0.076071481,0.070651233,0.08251705,0.078808849,0.073005796,0.077620391,0.080173405,0.069057909,0.083913565,0.082073255,0.081410336,0.077525467,0.071462288,0.078337715,0.07923552,0.078423063,0.065441186
B,0.066755112,0.061644879,0.063394811,0.055083064,0.056958199,0.069229333,0.063981241,0.069658539,0.073263481,0.059137143,0.065797562,0.06650149,0.071620249,0.066076667,0.058527357,0.0629483,0.067782847,0.061994573,0.057195741,0.065550218,0.060095859,0.066556373,0.064792597,0.063805786,0.057095634,0.058729494,0.065512435,0.065173961,0.06266775,0.059178816,0.060349021,0.06595731,0.056840705,0.062012498,0.070175054,0.071333535,0.064749211,0.066024897,0.070750135,0.062646811,0.060073735,0.065617493,0.069654041,0.069689665,0.059232713,0.056688588,0.066251296,0.054770514,0.061927229,0.063157306,0.069311616,0.067247124,0.061646184,0.05910777,0.071365703,0.068890466,0.065897118,0.060339794,0.056285224,0.070259928,0.070538621,0.060900463,0.063257811,0.06295935,0.054823296,0.065155298,0.066774098,0.069146477,0.062734589,0.067810823,0.055023787,0.069309915,0.067980005,0.063917296,0.058454153,0.072998281,0.062189021,0.057741993,0.063268079,0.067645477,0.057079986,0.066565592,0.060995514,0.064772025,0.059736221,0.069970816,0.067829133,0.060970803,0.069096361,0.068528683,0.061104547,0.064982673,0.072248527,0.066805974,0.067819036,0.060969986,0.068465154,0.065474878,0.070007667,0.054081528
C,0.134218036,0.129794169,0.136265689,0.131587475,0.134704692,0.129299103,0.13506964,0.136609048,0.129862009,0.129831602,0.126385032,0.123587197,0.133712394,0.133719928,0.125255672,0.132632977,0.133136183,0.128829084,0.128258608,0.132622471,0.132148369,0.135063124,0.130891422,0.132416649,0.139470596,0.134472321,0.133951679,0.137224199,0.139077785,0.136597892,0.133469714,0.13292288,0.135319799,0.134257951,0.13265303,0.136529192,0.135008905,0.135069571,0.132685838,0.134757041,0.14178669,0.139345586,0.139449963,0.136779884,0.141744957,0.133049512,0.138762834,0.137426933,0.134878469,0.134989669,0.138824226,0.142370033,0.139928356,0.13975969,0.140175823,0.140341567,0.140333135,0.141048246,0.140175981,0.133035973,0.137215123,0.136495371,0.135703817,0.134720143,0.136701582,0.137212583,0.139280546,0.141283294,0.140551239,0.140494695,0.141161424,0.134470997,0.136344087,0.138753164,0.140626089,0.134366255,0.134196448,0.134403577,0.138537488,0.141006484,0.139093249,0.137086173,0.140514545,0.136707471,0.136606499,0.140524735,0.136771892,0.132525343,0.140631501,0.141682066,0.137917718,0.139173434,0.141124808,0.142140463,0.133547975,0.13787049,0.137789495,0.141251658,0.141255174,0.133008379
